lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_start:lord_generic_mission_completed|Ваш лекарь смог убедить моего друга и провёл операцию. Теперь всё в руках Божьих, и мы можем только молиться за его выздоровление. Как бы то ни было, я благодарю вас, {господин/госпожа}, за то, что предоставили мне услуги вашего лекаря. Вы благородный человек, и я это не забуду.
dlga_lord_start:wedding_ceremony_bride_vow|Небеса мне свидетели, что я готов подарить вам мой {s11} {s4} в качестве свадебного подарка...
dlga_lord_wedding_reschedule:lord_start|Нет проблем. Я могу подождать.
dlga_lord_wedding_reschedule:lord_return_dower|Я не верю, что эта свадьба когда-либо состоится. Пожалуйста, верните мне моё приданое.
dlga_lord_return_dower:close_window|Что ж, это ваше право, если вы действительно не доверяете обязательствам нашей семьи. Возьмите свои деньги.
dlga_lord_start:lord_generic_mission_completed.1|Ха! Наша маленькая интрига против {s3} сработала идеально, {playername}. Этот глупец потерял одного из своих важнейших слуг, и теперь мы подтолкнули его ещё на шаг ближе к краю пропасти. Вот, этот кошелёк содержит {reg5} динаров. Возьмите их, вы заработали каждый из них. Если вам интересно, есть ещё гораздо больше, что можно заработать...
dlga_lord_start:close_window|Даже такую лёгкую задачу вы не смогли выполнить. Я всё подготовил, нужно было только убить гонца, и тогда можно было бы праздновать. Но нет, вы снова были слишком хороши для этого, да?
dlga_lord_start:quest_meet_spy_in_enemy_town_completed|Есть ли у вас какие-нибудь новости о задаче, которую я вам дал? Вы знаете, о какой я говорю...
dlga_quest_meet_spy_in_enemy_town_completed:quest_meet_spy_in_enemy_town_completed_2|Вот отчёты, которые вы хотели.
dlga_quest_meet_spy_in_enemy_town_completed_2:lord_pretalk|Ах, отлично сделано. Хорошо знать, что у меня на стороне способные {люди/соратники}. Вот обещанная оплата.
